ID_Item,Scenario,Country,Energy,Sector,Sub_Sector,Usage,Equipment,Source,Unit,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Primary energy renovated,ME,DE,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,DE,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,DE,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,DE,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,DE,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,DE,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,DE,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,DE,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,DE,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy new,ME,DE,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,ME,DE,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,ME,DE,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,ME,DE,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,ME,DE,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,ME,DE,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,ME,DE,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,ME,DE,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,ME,DE,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy renovated,BT,DE,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,DE,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,DE,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,DE,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,DE,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,DE,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,DE,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,DE,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,DE,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy new,BT,DE,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,BT,DE,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,BT,DE,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,BT,DE,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,BT,DE,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,BT,DE,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,BT,DE,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,BT,DE,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,BT,DE,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy renovated,SD,DE,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,DE,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,DE,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,DE,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,DE,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,DE,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,DE,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,DE,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,DE,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,69.36,68.32,67.28,66.24,65.2,64.16,63.12,62.08,61.04,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy new,SD,DE,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,SD,DE,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,SD,DE,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,SD,DE,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,SD,DE,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,SD,DE,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,SD,DE,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,SD,DE,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy new,SD,DE,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Primary energy renovated,ME,ES,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,ME,ES,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,ME,ES,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,ME,ES,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,ME,ES,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,ME,ES,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,ME,ES,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,ME,ES,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,ME,ES,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy new,ME,ES,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy new,ME,ES,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy new,ME,ES,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy new,ME,ES,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy new,ME,ES,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy new,ME,ES,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy new,ME,ES,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy new,ME,ES,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy new,ME,ES,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,BT,ES,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,BT,ES,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,BT,ES,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,BT,ES,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,BT,ES,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,BT,ES,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,BT,ES,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,BT,ES,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy renovated,BT,ES,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy new,BT,ES,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy new,BT,ES,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy new,BT,ES,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy new,BT,ES,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy new,BT,ES,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Primary energy new,BT,ES,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38.5,37,35.5,34,32.5,31,29.5,28,26.5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
