ID_Item,Scenario,Country,Energy,Sector,Sub_Sector,Usage,Equipment,Source,Unit,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Primary energy new,ME,BE,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy renovated,BT,BE,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,BE,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,BE,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,BE,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,BE,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,BE,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,BE,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,BE,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,BE,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy new,BT,BE,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,BT,BE,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,BT,BE,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,BT,BE,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,BT,BE,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,BT,BE,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,BT,BE,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,BT,BE,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,BT,BE,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy renovated,SD,BE,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,BE,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,BE,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,BE,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,BE,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,BE,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,BE,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,BE,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,BE,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,68,67,66,65,64,63,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy new,SD,BE,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,SD,BE,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,SD,BE,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,SD,BE,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,SD,BE,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,SD,BE,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,SD,BE,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,SD,BE,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy new,SD,BE,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Primary energy renovated,ME,CH,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,CH,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,CH,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,CH,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,CH,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,CH,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,CH,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,CH,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,ME,CH,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy new,ME,CH,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,ME,CH,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,ME,CH,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,ME,CH,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,ME,CH,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,ME,CH,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,ME,CH,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,ME,CH,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,ME,CH,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy renovated,BT,CH,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,CH,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,CH,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,CH,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,CH,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,CH,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,CH,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,CH,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,BT,CH,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy new,BT,CH,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,BT,CH,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,BT,CH,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,BT,CH,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,BT,CH,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,BT,CH,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,BT,CH,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,BT,CH,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,BT,CH,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy renovated,SD,CH,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,CH,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,CH,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,CH,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,CH,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,CH,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,CH,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,CH,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy renovated,SD,CH,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,72,70.5,69,67.5,66,64.5,63,61.5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Primary energy new,SD,CH,coal,RES,total,Space Heating,coal boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,SD,CH,oil,RES,total,Space Heating,oil Boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,SD,CH,gas,RES,total,Space Heating,gas boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,SD,CH,biomass and waste,RES,total,Space Heating,biomass boiler,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,SD,CH,final heat,RES,total,Space Heating,district heating,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,SD,CH,electricity,RES,total,Space Heating,HP air/air,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,SD,CH,electricity,RES,total,Space Heating,HP air/water,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,SD,CH,electricity,RES,total,Space Heating,HP hybrid,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Primary energy new,SD,CH,electricity,RES,total,Space Heating,direct heater,EC,KWh/sqm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
